#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
700051|||||response_type 'token' is not enabled for the application.|||||The application requested an unsupported response type due to the following reasons: response_type 'token' is not enabled for the application. Application owner should go to the Azure portal or call MS Graph to enable the implicit access token grant.
700052|||||The token request contains one or more unsupported response token type(s): '{ResType}'.|||||No Remediation Provided
700053|||||response_type 'id_token' requires the 'openid' scope.|||||No Remediation Provided
700054|||||response_type 'id_token' is not enabled for the application.|||||The application requested an unsupported response type due to the following reasons: response_type 'id_token' is not enabled for the application. Application owner should go to the Azure portal or call MS Graph to enable the implicit id token grant.
700055|||||Redirection to B2C first party app is permitted only to the /authresp endpoint.|||||No Remediation Provided
700081|||||The refresh token has expired due to maximum lifetime. The token was issued on {issueDate} and the maximum allowed lifetime for this application is {time}.|||||Expected part of the token lifecycle - the user went an extended period of time without using the application, so the token was expired when the app attempted to refresh it.
700082|||||The refresh token has expired due to inactivity. The token was issued on {issueDate} and was inactive for {time}.|||||Expected part of the token lifecycle - the user went an extended period of time without using the application, so the token was expired when the app attempted to refresh it.
700083|||||The primary refresh token has expired due to maximum lifetime. The token was issued on {issueDate} and the maximum allowed lifetime for this application is {time}.|||||No Remediation Provided
700084|||||The refresh token was issued to a single page app (SPA), and therefore has a fixed, limited lifetime of {time}, which cannot be extended. It is now expired and a new sign in request must be sent by the SPA to the sign in page. The token was issued on {issueDate}.|||||Single page apps receive fixed, shorter-lived refresh tokens, and are expected to encounter this error on a regular basis. Apps must handle this error by redirecting the user to the sign in page for a refreshed sign in session.
700171|||||End-user declined to authorize the request.|||||No Remediation Provided
700172|||||Authentication loop detected: please check application's configuration.|||||No Remediation Provided
700221|||||Issuer from the provided JWT '{jwtIssuer}' does not match the issuer published in the OIDC discovery metadata ('{metadataIssuer}') registered for this federated credential.|||||Ensure that the OpenID Connect metadata issuer matches issuer presented in the JWT.
700222|||||AAD-issued tokens may not be used for federated identity flows.|||||The federated identity credentials flow does not support tokens issued by Azure AD at this time.
700311|||||Remote auth session in cache is invalid.|||||No Remediation Provided
701011|||||Unable to save code into cache.|||||No Remediation Provided
701012|||||Unable to create remote auth session in device flow cache.|||||No Remediation Provided
701013|||||Unable to create remote auth session for user in activity store.|||||No Remediation Provided
701014|||||Cannot generate more one time passcodes.|||||No Remediation Provided
750011|||||Cannot validate RelayState. Check that RequestDataStorage is properly configured.|||||No Remediation Provided
750012|||||RelayState of response does not match with RelayState from request. Expected '{expected}' actual '{actual}'.|||||No Remediation Provided
750013|||||Cannot serialize SAML message container with no endpoint specified.|||||No Remediation Provided
750014|||||Could not find a SAMLRequest or SAMLResponse in the message. Check if the request contains a valid Uri or Form Post that contains protocol parameters for SAML HTTP bindings.|||||No Remediation Provided
750015|||||Wrong SAML message type '{wrongType}', expected '{expectedType}'.|||||No Remediation Provided
750016|||||Parameter '{name}' must be unique in HTTP SAML message.|||||No Remediation Provided
